Data;Otwarcie;Najwyzszy;Najnizszy;Zamkniecie;Wolumen
2020-04-21;48.6733;50.2233;44.92;45.78;303136395
2020-04-22;46.9333;48.9333;45.9133;48.8067;213372465
2020-04-23;48.5067;48.9333;46.8767;47.0433;198550455
2020-04-24;47.3867;48.7167;46.5467;48.3433;198564180
2020-04-27;49.1733;53.3;49;53.25;310221630
2020-04-28;53.0433;53.6667;50.4467;51.2733;228329460
2020-04-29;52.6767;53.5467;52.21;53.3667;243239730
2020-04-30;57.0133;57.9867;50.9;52.1267;427077810
2020-05-01;50.3333;51.5167;45.5367;46.7533;487977105
2020-05-04;46.7333;50.8;46.5333;50.7467;288556350
2020-05-05;52.6533;53.26;50.8133;51.2133;254874840
2020-05-06;51.7667;52.6533;50.74;52.1733;166848465
2020-05-07;51.8133;53.0933;51.49;52.0033;172915290
2020-05-08;52.9167;54.9333;52.4667;54.6267;241951305
2020-05-11;52.7;54.9333;52.3333;54.0867;247794015
2020-05-12;55.1333;56.22;53.8667;53.96;238603575
2020-05-13;54.7233;55.0667;50.8867;52.73;285982365
2020-05-14;52;53.5567;50.9333;53.5567;205232820
2020-05-15;52.69;53.67;52.4367;53.2767;157776420
2020-05-18;55.1867;55.6467;53.5933;54.2433;175471530
2020-05-19;54.3433;54.8033;53.74;53.8667;144547830
2020-05-20;54.7;55.0667;54.12;54.37;109639065
2020-05-21;54.4;55.5;53.0667;55.1733;183818760
2020-05-22;54.81;55.4533;54.1333;54.46;149812125
2020-05-26;55.6333;55.64;54.38;54.59;121346040
2020-05-27;54.7233;55.18;52.3333;54.6833;173242950
2020-05-28;54.2333;54.9833;53.4467;53.72;109136610
2020-05-29;53.9167;55.6667;53.6133;55.6667;177187335
2020-06-01;57.2;59.9333;56.94;59.8733;226279455
2020-06-02;59.6467;60.5767;58.0667;58.77;203483940
2020-06-03;59.2067;59.8633;58.6733;58.8633;119242035
2020-06-04;59.3267;59.7167;57.23;57.6267;133315695
2020-06-05;58.5233;59.1;57.7467;59.0433;117178755
2020-06-08;61.2667;63.3333;60.61;63.3267;212620905
2020-06-09;62.6667;63.63;61.5967;62.71;170822310
2020-06-10;66.1267;68.5;65.5;68.3367;278451195
2020-06-11;66.0133;67.93;64.8;64.8567;238747230
2020-06-12;65.3333;65.8667;60.84;62.3533;251450610
2020-06-15;61.1867;66.59;60.5667;66.06;235457670
2020-06-16;67.4567;67.5267;64.16;65.4767;210766170
2020-06-17;65.8467;67;65.5033;66.12;148362000
2020-06-18;66.8667;67.9467;66.2967;66.93;146279040
2020-06-19;67.52;67.73;66.09;66.7267;130196235
2020-06-22;66.6633;67.26;66;66.2867;95435250
2020-06-23;66.5933;67.4667;66.2667;66.7867;95479065
2020-06-24;66.2733;66.7267;63.5433;64.0567;164393895
2020-06-25;63.6167;65.7333;62.4767;65.7333;138818235
2020-06-26;66.32;66.3333;63.6567;63.9833;132823620
2020-06-29;64.6;67.3333;63.2333;67.29;135396060
2020-06-30;67.1;72.5133;66.9167;71.9867;253777515
2020-07-01;72.2;75.69;72.0333;74.6433;199903440
2020-07-02;81.4333;81.8667;79.04;80.5767;258751725
2020-07-06;85.1133;91.8533;84.4033;91.44;308547960
2020-07-07;93.6667;95.3;89.1133;92.6567;322344915
2020-07-08;93.6667;94.4833;87.4233;91.06;244669680
2020-07-09;93.1333;93.9033;90.0867;92.9533;175763970
2020-07-10;93.0667;103.26;91.7333;102.977;350063295
2020-07-13;110.6;119.667;98.0733;99.8033;584780430
2020-07-14;103.733;106;95.4;101.12;351272100
2020-07-15;102.867;103.333;97.1333;103.067;245517435
2020-07-16;98.4767;102.113;97.7333;100.043;214511775
2020-07-17;100.897;102.5;99.3333;100.057;139949580
2020-07-20;101.267;110;99.2;109.533;256820505
2020-07-21;109.33;111.667;103.867;104.557;242359200
